ISO3;Year;Drought;Extreme Temperature;Flood;Landslide;Storm;Wildfire;TOTAL
MUS;1991;;;;;1;;1
MUS;1992;;;;;;;
MUS;1993;;;;;;;
MUS;1994;;;;;1;;1
MUS;1995;;;;;;;
MUS;1996;;;;;1;;1
MUS;1997;;;;;;;
MUS;1998;;;;;;;
MUS;1999;1;;;;1;;2
MUS;2000;;;;;;;
MUS;2001;;;;;;;
MUS;2002;;;;;1;;1
MUS;2003;;;;;;;
MUS;2004;;;;;;;
MUS;2005;;;;;;;
MUS;2006;;;;;;;
MUS;2007;;;;;1;;1
MUS;2008;;;;;;;
MUS;2009;;;;;;;
MUS;2010;;;;;;;
MUS;2011;;;;;;;
MUS;2012;;;;;;;
MUS;2013;;;1;;;;1
MUS;2014;;;;;;;
MUS;2015;;;;;;;
MUS;2016;;;;;;;
MUS;2017;;;;;;;
MUS;2018;;;;;1;;1
MUS;2019;;;;;;;
MUS;2020;;;;;;;
MUS;2021;;;;;;;
MUS;2022;;;;;1;;1
MWI;1980;;;;;;;
MWI;1981;;;;;;;
MWI;1982;;;1;;;;1
MWI;1983;;;;;;;
MWI;1984;;;;;;;
MWI;1985;;;;;;;
MWI;1986;;;;;;;
MWI;1987;1;;;;;;1
MWI;1988;;;;;;;
MWI;1989;;;1;;;;1
MWI;1990;1;;;;;;1
MWI;1991;;;1;;;;1
MWI;1992;1;;;;;;1
MWI;1993;;;;;;;
MWI;1994;;;;;;;
MWI;1995;;;2;;;;2
MWI;1996;;;;;;;
MWI;1997;;;1;;;;1
MWI;1998;;;1;;;;1
MWI;1999;;;1;;;;1
MWI;2000;;;1;;;;1
MWI;2001;;;2;;;;2
MWI;2002;1;;2;;;;3
MWI;2003;;;2;;;;2
MWI;2004;;;;;;;
MWI;2005;1;;1;;1;;3
MWI;2006;;;2;;;;2
MWI;2007;1;;4;;;;5
MWI;2008;;;1;;;;1
MWI;2009;;;;;;;
MWI;2010;;;1;;;;1
MWI;2011;;;3;;;;3
MWI;2012;1;;2;;1;;4
MWI;2013;;;1;;;;1
MWI;2014;;;;;;;
MWI;2015;1;;1;;1;;3
MWI;2016;;;1;;;;1
MWI;2017;;;1;;;;1
MWI;2018;;;3;;;;3
MWI;2019;;;2;1;;;3
MWI;2020;;;1;;;;1
MWI;2021;;;;;1;;1
MWI;2022;1;;1;;2;;4
MYS;1980;;;;;;;
MYS;1981;;;;;;;
MYS;1982;;;;;;;
MYS;1983;;;1;;;;1
MYS;1984;;;;;;;
MYS;1985;;;;;;;
MYS;1986;;;1;;;;1
MYS;1987;;;1;;;;1
MYS;1988;;;1;;;;1
MYS;1989;;;;;;;
MYS;1990;;;;;;;
MYS;1991;;;;;;;
MYS;1992;;;;;;;
MYS;1993;;;1;;;;1
MYS;1994;;;;;;;
MYS;1995;;;;1;;1;2
MYS;1996;;;1;1;1;;3
MYS;1997;;;;;1;1;2
MYS;1998;1;;1;;;1;3
MYS;1999;;;1;;;;1
MYS;2000;;;1;;1;;2
MYS;2001;;;4;;;;4
MYS;2002;;;;1;1;;2
MYS;2003;;;3;;;;3
MYS;2004;;;3;;2;;5
MYS;2005;;;2;;;1;3
MYS;2006;;;4;;;;4
MYS;2007;;;2;;;;2
MYS;2008;;;2;;;;2
MYS;2009;;;2;;;;2
MYS;2010;;;;;;;
MYS;2011;;;1;1;;;2
MYS;2012;;;;;;;
MYS;2013;;;1;;;;1
MYS;2014;1;;1;;;;2
MYS;2015;;;1;;;;1
MYS;2016;;;4;;;;4
MYS;2017;;;3;;1;;4
MYS;2018;;;2;;;;2
MYS;2019;;;4;;;;4
MYS;2020;;;5;;;;5
MYS;2021;;;8;;;;8
MYS;2022;;;5;1;;;6
NAM;1980;;;;;;;
NAM;1981;1;;;;;;1
NAM;1982;;;;;;;
NAM;1983;;;;;;;
NAM;1984;;;;;;;
NAM;1985;;;;;;;
NAM;1986;;;;;;;
NAM;1987;;;;;;;
NAM;1988;;;;;;;
NAM;1989;;;;;;;
NAM;1990;1;;;;;;1
NAM;1991;;;;;;;
NAM;1992;;;;;;;
NAM;1993;;;;;;;
NAM;1994;;;;;;;
NAM;1995;1;;;;;;1
NAM;1996;;;;;;;
NAM;1997;;;;;;;
NAM;1998;1;;;;;;1
NAM;1999;;;;;;;
NAM;2000;;;1;;;;1
NAM;2001;1;;;;;;1
NAM;2002;1;;;;;;1
NAM;2003;;;1;;;;1
NAM;2004;;;2;;;;2
NAM;2005;;;;;;;
NAM;2006;;;2;;;;2
NAM;2007;;;1;;;;1
NAM;2008;;;1;;;;1
NAM;2009;;;1;;;;1
NAM;2010;;;1;;;;1
NAM;2011;;;1;;;;1
NAM;2012;;;1;;;;1
NAM;2013;1;;1;;;;2
NAM;2014;;;;;;;
NAM;2015;1;;;;;;1
NAM;2016;;;;;;;
NAM;2017;;;1;;;;1
NAM;2018;1;;;;;;1
NAM;2019;;;;;;;
NAM;2020;;;1;;;;1
NAM;2021;;;1;;;;1
NAM;2022;;;;;;;
NCL;1980;;;;;;;
NCL;1981;;;;;3;;3
NCL;1982;;;;;;;
NCL;1983;;;;;;;
NCL;1984;;;;;;;
NCL;1985;;;;;;;
NCL;1986;;;;;;;
NCL;1987;;;;;;;
NCL;1988;;;;;;;
NCL;1989;;;;;;;
NCL;1990;;;;;;;
NCL;1991;;;;;;;
NCL;1992;;;;;;;
NCL;1993;;;;;;;
NCL;1994;;;;;;;
NCL;1995;;;;;;;
NCL;1996;;;;;;;
NCL;1997;;;;;;;
NCL;1998;;;;;;;
NCL;1999;;;;;1;;1
NCL;2000;;;;;;;
NCL;2001;;;;;;;
NCL;2002;;;;;;;
NCL;2003;;;;;1;;1
NCL;2004;;;;;;;
NCL;2005;;;;;;;
NCL;2006;;;;;;;
NCL;2007;;;;;;;
NCL;2008;;;;;;;
NCL;2009;;;;;;;
NCL;2010;;;;;;;
NCL;2011;;;;;;;
NCL;2012;;;;;;;
NCL;2013;;;;;;;
NCL;2014;;;;;;;
NCL;2015;;;;;;;
NCL;2016;;;;;;;
NCL;2017;;;;;;;
NCL;2018;;;;;;;
NCL;2019;;;;;;;
NCL;2020;;;;;;;
NCL;2021;;;;;1;;1
NCL;2022;;;;;;;
NER;1980;1;;;;;;1
NER;1981;;;;;;;
NER;1982;;;;;;;
NER;1983;;;;;;;
NER;1984;;;;;;;
NER;1985;;;;;;;
NER;1986;;;;;;;
NER;1987;;;;;;;
NER;1988;1;;1;;;;2
NER;1989;;;;;;;
NER;1990;1;;;;;;1
NER;1991;;;;;;;
NER;1992;;;;;;;
NER;1993;;;;;;;
NER;1994;;;1;;;;1
NER;1995;;;;;;;
NER;1996;;;;;;;
NER;1997;1;;;;;;1
NER;1998;;;1;;;;1
NER;1999;;;2;;;;2
NER;2000;;;1;;;;1
NER;2001;1;;1;;;;2
NER;2002;;;;;1;;1
NER;2003;;;1;;;;1
NER;2004;;;;;;;
NER;2005;1;;;;;;1
NER;2006;;;1;;;;1
NER;2007;;;1;;;;1
NER;2008;;;1;;;;1
NER;2009;1;;1;;;;2
NER;2010;;;2;;;;2
NER;2011;1;;2;;;;3
NER;2012;;;1;;;;1
NER;2013;;;2;;;;2
NER;2014;;;1;;;;1
NER;2015;1;;1;;;;2
NER;2016;;;2;;;;2
NER;2017;1;;2;;;;3
NER;2018;;;1;;;;1
NER;2019;;;2;;;;2
NER;2020;1;;2;;;;3
NER;2021;;;1;;;;1
NER;2022;1;;1;;;;2
NGA;1980;;;;;;;
NGA;1981;1;;;;;;1
NGA;1982;;;;;;;
NGA;1983;;;;;;;
NGA;1984;;;;;;;
NGA;1985;;;1;;;;1
NGA;1986;;;;;;;
NGA;1987;;;;;;;
NGA;1988;;;1;1;;;2
NGA;1989;;;;;;;
NGA;1990;;;;;;;
NGA;1991;;;;;;;
NGA;1992;;1;;;;;1
NGA;1993;;;;;;;
NGA;1994;;;1;;;;1
NGA;1995;;;;;;;
NGA;1996;;;;;;;
NGA;1997;;;;;;;
NGA;1998;;;2;;;;2
NGA;1999;;;3;;1;;4
NGA;2000;;;6;2;1;;9
NGA;2001;;;3;;;;3
NGA;2002;;1;1;;;;2
NGA;2003;;;1;;;;1
NGA;2004;;;5;;;;5
NGA;2005;;;2;;;;2
NGA;2006;;;3;;;;3
NGA;2007;;;3;;;;3
NGA;2008;;;;;;;
NGA;2009;;;2;;;;2
NGA;2010;;;1;;;;1
NGA;2011;;;4;;1;;5
NGA;2012;;;1;;1;;2
NGA;2013;;;1;;;;1
NGA;2014;;;1;;;;1
NGA;2015;;;1;;;;1
NGA;2016;;;1;;1;;2
NGA;2017;;;2;;;;2
NGA;2018;;;2;;;;2
NGA;2019;;;2;;;;2
NGA;2020;;;3;;;;3
NGA;2021;;;2;;;;2
NGA;2022;1;;1;;1;;3
NIC;1980;;;1;;;;1
NIC;1981;;;;;;;
NIC;1982;;;;;1;;1
NIC;1983;;;;;;;
NIC;1984;;;;;;;
NIC;1985;;;;;;;
NIC;1986;;;;;;;
NIC;1987;;;;;;;
NIC;1988;;;;;1;;1
NIC;1989;;;;;;;
NIC;1990;;;1;;;;1
NIC;1991;;;;;;1;1
NIC;1992;;;;;;;
NIC;1993;;;;;1;;1
NIC;1994;1;;;;;;1
NIC;1995;;;;;1;;1
NIC;1996;;;;;2;;2
NIC;1997;1;;;;;;1
NIC;1998;;;;;1;;1
NIC;1999;;;1;;;1;2
NIC;2000;1;;1;;2;;4
NIC;2001;1;;;;1;;2
NIC;2002;;;1;;1;1;3
NIC;2003;;;;;;;
NIC;2004;;;;1;1;;2
NIC;2005;;;;;2;;2
NIC;2006;;;;;;;
NIC;2007;;;1;;1;;2
NIC;2008;;;2;;1;;3
NIC;2009;;;2;;1;;3
NIC;2010;;;2;;2;;4
NIC;2011;;;1;;;;1
NIC;2012;;;1;;;;1
NIC;2013;;;1;;;;1
NIC;2014;1;;1;;;;2
NIC;2015;;;1;;;;1
NIC;2016;;;;;1;;1
NIC;2017;;;1;;1;;2
NIC;2018;1;;1;;;;2
NIC;2019;;;;;;;
NIC;2020;;;;;2;;2
NIC;2021;;;;;;;
NIC;2022;;;;;2;;2
NLD;1980;;;;;;;
NLD;1981;;;;;;;
NLD;1982;;;;;;;
NLD;1983;;;;;;;
NLD;1984;;;;;1;;1
NLD;1985;;;;;1;;1
NLD;1986;;;;;1;;1
NLD;1987;;;;;;;
NLD;1988;;;;;;;
NLD;1989;;;;;;;
NLD;1990;;;;;6;;6
NLD;1991;;;;;;;
NLD;1992;;;1;;;;1
NLD;1993;;;1;;;;1
NLD;1994;;;;;1;;1
NLD;1995;;;;;1;;1
NLD;1996;;;;;;;
NLD;1997;;;;;1;;1
NLD;1998;;;1;;1;;2
NLD;1999;;;;;;;
NLD;2000;;;;;;;
NLD;2001;;;;;;;
NLD;2002;;;;;1;;1
NLD;2003;;1;;;;;1
NLD;2004;;;;;;;
NLD;2005;;2;;;1;;3
NLD;2006;;1;;;;;1
NLD;2007;;;;;1;;1
NLD;2008;;;;;1;;1
NLD;2009;;;;;;;
NLD;2010;;;;;1;;1
NLD;2011;;;;;;;
NLD;2012;;1;;;;;1
NLD;2013;;;;;3;;3
NLD;2014;;;;;;;
NLD;2015;;;;;;;
NLD;2016;;;;;1;;1
NLD;2017;;;;;;;
NLD;2018;;1;;;1;;2
NLD;2019;;1;;;;;1
NLD;2020;;1;;;;;1
NLD;2021;;;1;;1;;2
NLD;2022;;;;;1;;1
NOR;1980;;;;;;;
NOR;1981;;;;;;;
NOR;1982;;;;;;;
NOR;1983;;;;;;;
NOR;1984;;;;;;;
NOR;1985;;;;;;;
NOR;1986;;;;;;;
NOR;1987;;;;;;;
NOR;1988;;;;;;;
NOR;1989;;;;;;;
NOR;1990;;;;;2;;2
NOR;1991;;;;;;;
NOR;1992;;;;;1;;1
NOR;1993;;;;;1;;1
NOR;1994;;;;;;;
NOR;1995;;;1;;;;1
NOR;1996;;;;;;;
NOR;1997;;;;;;;
NOR;1998;;;;;;;
NOR;1999;;;;;;;
NOR;2000;;;1;;;;1
NOR;2001;;;1;;;;1
NOR;2002;;;;;;;
NOR;2003;;;;;;;
NOR;2004;;;;;;;
NOR;2005;;;;;1;;1
NOR;2006;;;;;;;
NOR;2007;;;;;;;
NOR;2008;;;;;1;;1
NOR;2009;;;;;;;
NOR;2010;;;;;;;
NOR;2011;;;;;1;;1
NOR;2012;;;;;;;
NOR;2013;;;;;;;
NOR;2014;;;;;;;
NOR;2015;;;;;;;
NOR;2016;;;;;;;
NOR;2017;;;;;;;
NOR;2018;;;;;;;
NOR;2019;;;;1;;;1
NOR;2020;;;;1;;;1
NOR;2021;;;;;;;
NOR;2022;;;;;1;;1
NPL;1980;;;;;;;
NPL;1981;;;2;;;;2
NPL;1982;;;1;;;;1
NPL;1983;;;1;1;;;2
NPL;1984;;;1;;;;1
NPL;1985;;;1;;;;1
NPL;1986;;;1;;1;;2
NPL;1987;;;1;;;;1
NPL;1988;;;1;1;1;;3
NPL;1989;;;;1;;;1
NPL;1990;;;1;;;;1
NPL;1991;;;1;;1;;2
NPL;1992;;;;;;1;1
NPL;1993;;;1;1;;;2
NPL;1994;;;;;;;
NPL;1995;;;1;2;;;3
NPL;1996;;;2;;1;;3
NPL;1997;;;;1;;;1
NPL;1998;;;2;;;;2
NPL;1999;;;1;;;1;2
NPL;2000;;;1;;;;1
NPL;2001;;;;1;;;1
NPL;2002;;1;;1;;;2
NPL;2003;;1;1;;;;2
NPL;2004;;;1;;;;1
NPL;2005;;;2;1;;;3
NPL;2006;1;;1;2;;;4
NPL;2007;;;1;;;;1
NPL;2008;;;2;;;;2
NPL;2009;1;1;2;1;;;5
NPL;2010;;;2;;;;2
NPL;2011;;2;2;2;;;6
NPL;2012;;1;1;1;;;3
NPL;2013;;;2;;;;2
NPL;2014;;;3;2;1;;6
NPL;2015;;;;2;;;2
NPL;2016;;;2;;;1;3
NPL;2017;;;2;1;;;3
NPL;2018;;1;1;;;;2
NPL;2019;;;1;;1;;2
NPL;2020;;;1;;;;1
NPL;2021;;;4;;;;4
NPL;2022;;;2;1;1;;4
NZL;1980;;;2;;;;2
NZL;1981;;;1;;;;1
NZL;1982;;;;;;;
NZL;1983;;;1;;;;1
NZL;1984;;;1;;;;1
NZL;1985;;;2;;;;2
NZL;1986;;;3;;;;3
NZL;1987;;;1;;;1;2
NZL;1988;;;3;;1;;4
NZL;1989;;;1;;;;1
NZL;1990;;;;;;;
NZL;1991;;;1;;;;1
NZL;1992;1;;;;2;;3
NZL;1993;;;;;;;
NZL;1994;;;1;;;;1
NZL;1995;;;;;;;
NZL;1996;;;;;1;;1
NZL;1997;;;1;;1;;2
NZL;1998;;;1;;;;1
NZL;1999;;;1;;;;1
NZL;2000;;;1;;1;;2
NZL;2001;;1;;;;;1
NZL;2002;;;1;;;;1
NZL;2003;;;;;1;;1
NZL;2004;;;2;;;;2
NZL;2005;;;1;;1;;2
NZL;2006;;;1;;;;1
NZL;2007;;;;;1;;1
NZL;2008;;;;;;;
NZL;2009;;;;;;;
NZL;2010;;;;;;;
NZL;2011;;;;;;;
NZL;2012;;;;;1;;1
NZL;2013;1;;;;1;;2
NZL;2014;;;;;;;
NZL;2015;;;2;;;;2
NZL;2016;;;1;;;;1
NZL;2017;;;1;;1;;2
NZL;2018;;;1;;;;1
NZL;2019;;;;;;;
NZL;2020;;;2;;;1;3
NZL;2021;;;3;;1;;4
NZL;2022;;;;;1;;1
OMN;1980;;;;;;;
OMN;1981;;;;;1;;1
OMN;1982;;;;;;;
OMN;1983;;;;;;;
OMN;1984;;;;;;;
OMN;1985;;;;;;;
OMN;1986;;;;;;;
OMN;1987;;;;;;;
OMN;1988;;;;;;;
OMN;1989;;;;;;;
OMN;1990;;;;;;;
OMN;1991;;;;;;;
OMN;1992;;;;;;;
OMN;1993;;;;;;;
OMN;1994;;;;;;;
OMN;1995;;;;;;;
OMN;1996;;;;;;;
OMN;1997;;;;;;;
OMN;1998;;;;;;;
OMN;1999;;;;;;;
OMN;2000;;;;;;;
OMN;2001;;;;;;;
OMN;2002;;;;;1;;1
OMN;2003;;;;;1;;1
OMN;2004;;;;;;;
OMN;2005;;;;;;;
OMN;2006;;;;;;;
OMN;2007;;;;;1;;1
OMN;2008;;;;;;;
OMN;2009;;;;;;;
OMN;2010;;;;;1;;1
OMN;2011;;;;;1;;1
OMN;2012;;;;;;;
OMN;2013;;;;;;;
OMN;2014;;;;;;;
OMN;2015;;;;;1;;1
OMN;2016;;;1;;;;1
OMN;2017;;;1;;;;1
OMN;2018;;;;;2;;2
OMN;2019;;;1;;;;1
OMN;2020;;;1;;;;1
OMN;2021;;;;;2;;2
OMN;2022;;;;;;;
PAK;1980;;;1;;1;;2
PAK;1981;;;1;;1;;2
PAK;1982;;;1;;;;1
PAK;1983;;;1;2;;;3
PAK;1984;;;1;;;;1
PAK;1985;;;;;;;
PAK;1986;;;;;1;;1
PAK;1987;;;;;;;
PAK;1988;;;1;;1;;2
PAK;1989;;;1;;;;1
PAK;1990;;1;;;;;1
PAK;1991;;1;1;1;;;3
PAK;1992;;;2;1;;;3
PAK;1993;;;1;2;1;;4
PAK;1994;;;1;;2;;3
PAK;1995;;;3;;;;3
PAK;1996;;1;1;1;;;3
PAK;1997;;1;2;;2;;5
PAK;1998;;;1;1;1;;3
PAK;1999;1;1;2;;2;;6
PAK;2000;;1;;;;;1
PAK;2001;;1;1;2;1;;5
PAK;2002;;2;3;;1;;6
PAK;2003;;1;3;1;1;;6
PAK;2004;;;2;;;;2
PAK;2005;;1;5;1;1;;8
PAK;2006;;1;7;1;;;9
PAK;2007;;;6;3;1;;10
PAK;2008;;;3;;;;3
PAK;2009;;;3;;;;3
PAK;2010;;;4;2;1;;7
PAK;2011;;;1;;;;1
PAK;2012;;;3;2;;;5
PAK;2013;;;2;;;;2
PAK;2014;;1;1;;1;;3
PAK;2015;;1;6;;;;7
PAK;2016;;;7;;1;;8
PAK;2017;;;2;1;2;;5
PAK;2018;;1;1;;;;2
PAK;2019;1;;8;;1;;10
PAK;2020;;;4;1;1;;6
PAK;2021;;;4;;2;;6
PAK;2022;;1;1;;1;1;4
PAN;1980;;;;;;;
PAN;1981;;;;;;;
PAN;1982;;;;;;;
PAN;1983;1;;;;;;1
PAN;1984;;;1;;;;1
PAN;1985;;;;;;;
PAN;1986;;;1;;;;1
PAN;1987;;;;;;;
PAN;1988;;;;;1;;1
PAN;1989;;;;;;;
PAN;1990;;;;;;;
PAN;1991;;;1;;;;1
PAN;1992;;;;;1;;1
PAN;1993;;;;;;;
PAN;1994;;;;;;;
PAN;1995;;;1;;;;1
PAN;1996;;;;;;;
PAN;1997;;;;;;;
PAN;1998;;;;;1;;1
PAN;1999;;;2;;;;2
PAN;2000;;;1;;;;1
PAN;2001;;;1;;;;1
PAN;2002;;;2;;;;2
PAN;2003;;;1;;;;1
PAN;2004;;;3;;;;3
PAN;2005;;;1;;;;1
PAN;2006;;;2;;;1;3
PAN;2007;;;1;;;;1
PAN;2008;;;2;;;;2
PAN;2009;;;1;;;;1
PAN;2010;;;4;;;;4
PAN;2011;;;2;;;;2
PAN;2012;;;2;;;;2
PAN;2013;1;;;;;;1
PAN;2014;;;1;;;;1
PAN;2015;1;;1;;;;2
PAN;2016;;;;;1;;1
PAN;2017;;;;;1;;1
PAN;2018;1;;;;;;1
PAN;2019;;;;;;;
PAN;2020;;;1;;2;;3
PAN;2021;;;2;;;;2
PAN;2022;;;1;;;;1
PER;1980;;;1;;;;1
PER;1981;;;1;1;;;2
PER;1982;;;2;1;;;3
PER;1983;1;1;;2;;;4
PER;1984;;;;1;;;1
PER;1985;;;;2;;;2
PER;1986;;;1;1;;;2
PER;1987;;;2;2;;;4
PER;1988;;;1;1;;;2
PER;1989;;;1;;;;1
PER;1990;1;;3;1;;;5
PER;1991;;1;;;;;1
PER;1992;1;;1;;;;2
PER;1993;;;1;;;;1
PER;1994;;;2;;;;2
PER;1995;;;;1;;;1
PER;1996;;;;;;;
PER;1997;;;;1;1;1;3
PER;1998;;;;2;;;2
PER;1999;;;2;1;;;3
PER;2000;;;1;1;;;2
PER;2001;;;3;1;;;4
PER;2002;1;;3;;1;;5
PER;2003;;1;2;;;;3
PER;2004;1;1;1;1;;;4
PER;2005;;;;;;;
PER;2006;1;;1;;;;2
PER;2007;;1;1;;;;2
PER;2008;;;1;;;;1
PER;2009;;1;1;4;;;6
PER;2010;;1;1;1;;;3
PER;2011;;1;3;;1;;5
PER;2012;;1;1;1;;;3
PER;2013;;1;2;;;;3
PER;2014;;1;3;;;;4
PER;2015;;1;2;;;;3
PER;2016;;;1;;;;1
PER;2017;;;3;;;;3
PER;2018;;;;;;;
PER;2019;;;3;1;;1;5
PER;2020;;;3;1;;;4
PER;2021;;;8;;;;8
PER;2022;;;1;1;;;2
PHL;1980;1;;1;;6;;8
PHL;1981;;;3;1;8;;12
PHL;1982;;;4;;9;;13
PHL;1983;1;;1;;4;;6
PHL;1984;;;;;4;;4
PHL;1985;;;2;;3;;5
PHL;1986;;;1;;6;;7
PHL;1987;1;;;;5;;6
PHL;1988;;;;2;6;;8
PHL;1989;;;2;3;7;;12
PHL;1990;1;;3;;5;;9
PHL;1991;;;3;;6;;9
PHL;1992;;;3;;4;;7
PHL;1993;;;3;1;6;;10
PHL;1994;;;4;2;11;;17
PHL;1995;;;6;;7;;13
PHL;1996;;;1;2;2;;5
PHL;1997;;;1;;3;;4
PHL;1998;1;;;;4;1;6
PHL;1999;;;4;4;8;;16
PHL;2000;;;3;1;6;;10
PHL;2001;;;3;;6;;9
PHL;2002;1;;4;;6;;11
PHL;2003;;;1;1;8;;10
PHL;2004;;;3;1;8;;12
PHL;2005;;;2;;2;;4
PHL;2006;;;6;3;10;;19
PHL;2007;1;;5;;8;;14
PHL;2008;;;8;1;11;;20
PHL;2009;;;8;1;14;;23
PHL;2010;;;9;1;3;;13
PHL;2011;;;15;3;12;;30
PHL;2012;;;8;1;9;;18
PHL;2013;;;5;;8;;13
PHL;2014;;;3;;9;;12
PHL;2015;1;;5;;10;;16
PHL;2016;;;2;;8;;10
PHL;2017;;;3;;8;;11
PHL;2018;;;1;;7;;8
PHL;2019;1;;1;;7;;9
PHL;2020;;;;1;6;;7
PHL;2021;;;5;;8;;13
PHL;2022;;;2;1;6;;9
PLW;1980;;;;;;;
PLW;1981;;;;;;;
PLW;1982;;;;;;;
PLW;1983;;;;;;;
PLW;1984;;;;;;;
PLW;1985;;;;;;;
PLW;1986;;;;;;;
PLW;1987;;;;;;;
PLW;1988;;;;;;;
PLW;1989;;;;;;;
PLW;1990;;;;;;;
PLW;1991;;;;;;;
PLW;1992;;;;;;;
PLW;1993;;;;;;;
PLW;1994;;;;;;;
PLW;1995;;;;;;;
PLW;1996;;;;;;;
PLW;1997;;;;;;;
PLW;1998;;;;;;;
PLW;1999;;;;;;;
PLW;2000;;;;;;;
PLW;2001;;;;;;;
PLW;2002;;;;;;;
PLW;2003;;;;;;;
PLW;2004;;;;;;;
PLW;2005;;;;;;;
PLW;2006;;;;;;;
PLW;2007;;;;;;;
PLW;2008;;;;;;;
PLW;2009;;;;;;;
PLW;2010;;;;;;;
PLW;2011;;;;;;;
PLW;2012;;;;;1;;1
PLW;2013;;;;;1;;1
PLW;2014;;;;;;;
PLW;2015;1;;;;;;1
PLW;2016;;;;;;;
PLW;2017;;;;;;;
PLW;2018;;;;;;;
PLW;2019;;;;;;;
PLW;2020;;;;;;;
PLW;2021;;;;;1;;1
PLW;2022;;;;;;;
PNG;1980;1;;;;;;1
PNG;1981;;;;;;;
PNG;1982;;;;;;;
PNG;1983;;;2;;;;2
PNG;1984;;;;;;;
PNG;1985;;;;;;;
PNG;1986;;;;;;;
PNG;1987;;;;;;;
PNG;1988;;;;;;;
PNG;1989;;;;;;;
PNG;1990;;;;;;;
PNG;1991;;;;1;;;1
PNG;1992;;;1;;;;1
PNG;1993;;;1;;1;;2
PNG;1994;;;;;;;
PNG;1995;;;;;;;
PNG;1996;;;;1;;;1
PNG;1997;1;;;;1;1;3
PNG;1998;;;;;;;
PNG;1999;;;1;;;;1
PNG;2000;;;;;;;
PNG;2001;;;;;;;
PNG;2002;;;;1;;;1
PNG;2003;;;;2;;;2
PNG;2004;;;1;;;;1
PNG;2005;;;1;;;;1
PNG;2006;;;2;2;;;4
PNG;2007;;;;;1;;1
PNG;2008;;;2;;;;2
PNG;2009;;;;1;;;1
PNG;2010;;;;;;;
PNG;2011;;;;;1;;1
PNG;2012;;;1;1;;;2
PNG;2013;;;1;;;;1
PNG;2014;;;1;;1;;2
PNG;2015;1;;1;;1;;3
PNG;2016;;;1;;;;1
PNG;2017;;;;;;;
PNG;2018;;;;;;;
PNG;2019;;;1;1;;;2
PNG;2020;;;3;2;;;5
PNG;2021;;;;;;;
PNG;2022;;;;;;;
POL;1980;;;1;;;;1
POL;1981;;;;;;;
POL;1982;;;1;;;;1
POL;1983;;;;;1;1;2
POL;1984;;;;;;;
POL;1985;;;;;;;
POL;1986;;;;;;;
POL;1987;;;1;;;;1
POL;1988;;;;;;;
POL;1989;;;;;;;
POL;1990;;;;;1;;1
POL;1991;;;;;;;
POL;1992;;;;;;1;1
POL;1993;;;;;;;
POL;1994;;;;;1;;1
POL;1995;;;;;;;
POL;1996;;;;;;;
POL;1997;;1;1;;;;2
POL;1998;;1;1;;;;2
POL;1999;;1;;;1;;2
POL;2000;;1;;;;;1
POL;2001;;1;1;;;;2
POL;2002;;1;;;2;;3
POL;2003;;;;;;;
POL;2004;;;1;;;;1
POL;2005;;1;1;;2;;4
POL;2006;;;1;;;;1
POL;2007;;;;;2;;2
POL;2008;;1;;;1;;2
POL;2009;;1;1;;1;;3
POL;2010;;1;2;;;;3
POL;2011;;1;;;;;1
POL;2012;;3;;;1;;4
POL;2013;;1;;;1;;2
POL;2014;;1;;;;;1
POL;2015;;1;;;1;;2
POL;2016;;1;1;;;;2
POL;2017;;;;;1;;1
POL;2018;1;1;;;;;2
POL;2019;;;;;1;;1
POL;2020;;;1;;1;;2
POL;2021;;;1;;2;;3
POL;2022;;;;;3;;3
PRK;1980;;;;;;;
PRK;1981;;;;;;;
PRK;1982;;;;;;;
PRK;1983;;;;;;;
PRK;1984;;;;;;;
PRK;1985;;;;;;;
PRK;1986;;;;;;;
PRK;1987;;;2;;;;2
PRK;1988;;;;;;;
PRK;1989;;;;;;;
PRK;1990;;;;;;;
PRK;1991;;;;;;;
PRK;1992;;;;;;;
PRK;1993;;;;;1;;1
PRK;1994;;;;;;;
PRK;1995;;;2;;;;2
PRK;1996;;;1;;;;1
PRK;1997;;;1;;1;;2
PRK;1998;;;1;;;;1
PRK;1999;;;1;;;;1
PRK;2000;;;;;1;;1
PRK;2001;;;2;;;;2
PRK;2002;;;1;;1;;2
PRK;2003;;;;;;;
PRK;2004;;;2;;;;2
PRK;2005;;;1;;;;1
PRK;2006;;;2;;;;2
PRK;2007;;;1;;1;;2
PRK;2008;;;;;;;
PRK;2009;;;;;;;
PRK;2010;;;2;;1;;3
PRK;2011;;;2;;1;;3
PRK;2012;1;;1;;1;;3
PRK;2013;;;1;;;;1
PRK;2014;;;;;;;
PRK;2015;1;;1;;;;2
PRK;2016;;;2;;;;2
PRK;2017;1;;;;;;1
PRK;2018;;1;1;;1;;3
PRK;2019;1;;;;1;;2
PRK;2020;;;1;;;;1
PRK;2021;;;1;;;;1
PRK;2022;;;;;;;
PRT;1980;;;;;;;
PRT;1981;;;1;;;;1
PRT;1982;;;;;;;
PRT;1983;1;;1;;;1;3
PRT;1984;;;;;;;
PRT;1985;;;;;;1;1
PRT;1986;;;;;;1;1
PRT;1987;;;;;;;
PRT;1988;;;;;;;
PRT;1989;;;;;1;;1
PRT;1990;;;;;;;
PRT;1991;;;;;;1;1
PRT;1992;;;;;;;
