ISO3;Year;Drought;Extreme Temperature;Flood;Landslide;Storm;Wildfire;TOTAL
SUR;1984;;;;;;;
SUR;1985;;;;;;;
SUR;1986;;;;;;;
SUR;1987;;;;;;;
SUR;1988;;;;;;;
SUR;1989;;;;;;;
SUR;1990;;;;;;;
SUR;1991;;;;;;;
SUR;1992;;;;;;;
SUR;1993;;;;;;;
SUR;1994;;;;;;;
SUR;1995;;;;;;;
SUR;1996;;;;;;;
SUR;1997;;;;;;;
SUR;1998;;;;;;;
SUR;1999;;;;;;;
SUR;2000;;;;;;;
SUR;2001;;;;;;;
SUR;2002;;;;;;;
SUR;2003;;;;;;;
SUR;2004;;;;;;;
SUR;2005;;;;;;;
SUR;2006;;;1;;;;1
SUR;2007;;;;;;;
SUR;2008;;;1;;;;1
SUR;2009;;;;;;;
SUR;2010;;;;;;;
SUR;2011;;;;;;;
SUR;2012;;;;;;;
SUR;2013;;;;;;;
SUR;2014;;;;;;;
SUR;2015;;;;;;;
SUR;2016;;;;;;;
SUR;2017;;;;;;;
SUR;2018;;;;;;;
SUR;2019;;;;;;;
SUR;2020;;;;;;;
SUR;2021;;;1;;;;1
SUR;2022;;;1;;;;1
SVK;1980;;;;;;;
SVK;1981;;;;;;;
SVK;1982;;;;;;;
SVK;1983;;;;;;;
SVK;1984;;;;;;;
SVK;1985;;;;;;;
SVK;1986;;;;;;;
SVK;1987;;;;;;;
SVK;1988;;;;;;;
SVK;1989;;;;;;;
SVK;1990;;;;;;;
SVK;1991;;;;;;;
SVK;1992;;;;;;;
SVK;1993;;;;;;;
SVK;1994;;;;;;;
SVK;1995;;;;;;;
SVK;1996;;;;;;;
SVK;1997;;;1;;;;1
SVK;1998;;;1;;;;1
SVK;1999;;;1;;;;1
SVK;2000;;;;;;1;1
SVK;2001;;;1;;;;1
SVK;2002;;;1;;;;1
SVK;2003;;1;;;;;1
SVK;2004;;;1;;1;;2
SVK;2005;;1;1;;;;2
SVK;2006;;;2;;;;2
SVK;2007;;1;;;;;1
SVK;2008;;;;;;;
SVK;2009;;;;;;;
SVK;2010;;1;2;;;;3
SVK;2011;;;;;;;
SVK;2012;;1;;;;;1
SVK;2013;;;1;;;;1
SVK;2014;;;;;;;
SVK;2015;;;;;;;
SVK;2016;;;;;;;
SVK;2017;;;;;1;;1
SVK;2018;;;;;;;
SVK;2019;;;;;1;;1
SVK;2020;;;1;;;;1
SVK;2021;;;1;;;;1
SVK;2022;;;;;;;
SVN;1980;;;;;;;
SVN;1981;;;;;;;
SVN;1982;;;;;;;
SVN;1983;;;;;;;
SVN;1984;;;;;;;
SVN;1985;;;;;;;
SVN;1986;;;;;;;
SVN;1987;;;;;;;
SVN;1988;;;;;;;
SVN;1989;;;;;;;
SVN;1990;;;;;;;
SVN;1991;;;;;;;
SVN;1992;;;;;;;
SVN;1993;;;;;;;
SVN;1994;;;;;;;
SVN;1995;;;;;;;
SVN;1996;;;;;;;
SVN;1997;;;;;;;
SVN;1998;;;;;;;
SVN;1999;;;;;;;
SVN;2000;;;;;;;
SVN;2001;;;;;;;
SVN;2002;;;;;;;
SVN;2003;;1;;;;;1
SVN;2004;;;;;;;
SVN;2005;;;1;;;;1
SVN;2006;;;;;;;
SVN;2007;;;;;2;;2
SVN;2008;;;;;;;
SVN;2009;;;;;;;
SVN;2010;;;;;;;
SVN;2011;;;;;;;
SVN;2012;;;1;;;;1
SVN;2013;;;;;;;
SVN;2014;;1;1;;;;2
SVN;2015;;;;;;;
SVN;2016;;;;;;;
SVN;2017;;;;;;;
SVN;2018;;;;;;;
SVN;2019;;;;;;;
SVN;2020;;;;;1;;1
SVN;2021;;;1;;;;1
SVN;2022;;;;;;;
SWE;1980;;;;;;;
SWE;1981;;;;;;;
SWE;1982;;;;;;;
SWE;1983;;;;;;;
SWE;1984;;;;;;;
SWE;1985;;;1;;;;1
SWE;1986;;;;;;;
SWE;1987;;;;;;;
SWE;1988;;;;;;;
SWE;1989;;;;;;;
SWE;1990;;;;;2;;2
SWE;1991;;;;;;;
SWE;1992;;;;;;;
SWE;1993;;;;;;;
SWE;1994;;;;;;;
SWE;1995;;;;;;;
SWE;1996;;;;;;;
SWE;1997;;;;;;;
SWE;1998;;;;;;;
SWE;1999;;;;;1;;1
SWE;2000;;;;;;;
SWE;2001;;;;;;;
SWE;2002;;;;;1;;1
SWE;2003;;;;;;;
SWE;2004;;;;;;;
SWE;2005;;1;;;1;;2
SWE;2006;;;;;;;
SWE;2007;;;;;;;
SWE;2008;;;;;;;
SWE;2009;;;;;;;
SWE;2010;;;;;;;
SWE;2011;;;;;;;
SWE;2012;;;;;;;
SWE;2013;;;;;1;;1
SWE;2014;;;;;;;
SWE;2015;;;;;;;
SWE;2016;;;;;;;
SWE;2017;;;;;;;
SWE;2018;;;;;;1;1
SWE;2019;;;;;;;
SWE;2020;;;;;1;;1
SWE;2021;;;1;;;;1
SWE;2022;;;;;;;
SWZ;1980;;;;;;;
SWZ;1981;1;;;;;;1
SWZ;1982;;;;;;;
SWZ;1983;;;;;;;
SWZ;1984;1;;;;1;;2
SWZ;1985;;;;;;;
SWZ;1986;;;;;;;
SWZ;1987;;;;;;;
SWZ;1988;;;;;;;
SWZ;1989;;;;;;;
SWZ;1990;1;;;;;;1
SWZ;1991;;;;;;;
SWZ;1992;;;;;;;
SWZ;1993;;;;;;;
SWZ;1994;;;;;;;
SWZ;1995;;;;;;;
SWZ;1996;;;;;;;
SWZ;1997;;;;;;;
SWZ;1998;;;;;;;
SWZ;1999;;;;;;;
SWZ;2000;;;1;;;;1
SWZ;2001;1;;;;;;1
SWZ;2002;;;;;;;
SWZ;2003;;;;;;;
SWZ;2004;;;;;;;
SWZ;2005;;;;;1;;1
SWZ;2006;;;;;1;;1
SWZ;2007;1;;;;;1;2
SWZ;2008;;;1;;;;1
SWZ;2009;;;;;;;
SWZ;2010;;;;;;;
SWZ;2011;;;;;;;
SWZ;2012;;;;;;;
SWZ;2013;;;;;;;
SWZ;2014;;;1;;;;1
SWZ;2015;;;;;;;
SWZ;2016;1;;;;;;1
SWZ;2017;;;;;;;
SWZ;2018;;;;;;;
SWZ;2019;1;;;;;;1
SWZ;2020;;;;;;;
SWZ;2021;;;;;1;;1
SWZ;2022;;;;;1;;1
SXM;1980;;;;;;;
SXM;1981;;;;;;;
SXM;1982;;;;;;;
SXM;1983;;;;;;;
SXM;1984;;;;;;;
SXM;1985;;;;;;;
SXM;1986;;;;;;;
SXM;1987;;;;;;;
SXM;1988;;;;;;;
SXM;1989;;;;;;;
SXM;1990;;;;;;;
SXM;1991;;;;;;;
SXM;1992;;;;;;;
SXM;1993;;;;;;;
SXM;1994;;;;;;;
SXM;1995;;;;;;;
SXM;1996;;;;;;;
SXM;1997;;;;;;;
SXM;1998;;;;;;;
SXM;1999;;;;;;;
SXM;2000;;;;;;;
SXM;2001;;;;;;;
SXM;2002;;;;;;;
SXM;2003;;;;;;;
SXM;2004;;;;;;;
SXM;2005;;;;;;;
SXM;2006;;;;;;;
SXM;2007;;;;;;;
SXM;2008;;;;;;;
SXM;2009;;;;;;;
SXM;2010;;;;;;;
SXM;2011;;;;;;;
SXM;2012;;;;;;;
SXM;2013;;;;;;;
SXM;2014;;;;;;;
SXM;2015;;;;;;;
SXM;2016;;;;;;;
SXM;2017;;;;;1;;1
SXM;2018;;;;;;;
SXM;2019;;;;;;;
SXM;2020;;;;;;;
SXM;2021;;;;;;;
SXM;2022;;;;;;;
SYC;1980;;;;;;;
SYC;1981;;;;;;;
SYC;1982;;;;;;;
SYC;1983;;;;;;;
SYC;1984;;;;;;;
SYC;1985;;;;;;;
SYC;1986;;;;;;;
SYC;1987;;;;;;;
SYC;1988;;;;;;;
SYC;1989;;;;;;;
SYC;1990;;;;;;;
SYC;1991;;;;;;;
SYC;1992;;;;;;;
SYC;1993;;;;;;;
SYC;1994;;;;;;;
SYC;1995;;;;;;;
SYC;1996;;;;;;;
SYC;1997;;;1;;;;1
SYC;1998;;;;;;;
SYC;1999;;;;;;;
SYC;2000;;;;;;;
SYC;2001;;;;;;;
SYC;2002;;;;;1;;1
SYC;2003;;;;;;;
SYC;2004;;;;;;;
SYC;2005;;;;;;;
SYC;2006;;;;;;;
SYC;2007;;;;;;;
SYC;2008;;;;;;;
SYC;2009;;;;;;;
SYC;2010;;;;;;;
SYC;2011;;;;;;;
SYC;2012;;;;;;;
SYC;2013;;;;;1;;1
SYC;2014;;;1;;;;1
SYC;2015;;;;;;;
SYC;2016;;;;;;;
SYC;2017;;;;;;;
SYC;2018;;;;;;;
SYC;2019;;;;;;;
SYC;2020;;;;;;;
SYC;2021;;;;;;;
SYC;2022;;;;;;;
SYR;1980;;;;;;;
SYR;1981;;;;;;;
SYR;1982;;;;;;;
SYR;1983;;;;;;;
SYR;1984;;;;;;;
SYR;1985;;;;;;;
SYR;1986;;;;;;;
SYR;1987;;;;;;;
SYR;1988;;;;;;;
SYR;1989;;;;;;;
SYR;1990;;;;;;;
SYR;1991;;;;;;;
SYR;1992;;;;;;;
SYR;1993;;;;;;;
SYR;1994;;;;;;;
SYR;1995;;;;;;;
SYR;1996;;;;;;;
SYR;1997;;;;;;;
SYR;1998;;;;;;;
SYR;1999;1;;;;;;1
SYR;2000;;;;;;;
SYR;2001;;;;;1;;1
SYR;2002;;;;1;;;1
SYR;2003;;;;;;;
SYR;2004;;;;;1;;1
SYR;2005;;;;;;;
SYR;2006;;;1;;;;1
SYR;2007;;;;;;;
SYR;2008;1;;;;;;1
SYR;2009;;;;;;;
SYR;2010;;;;;;;
SYR;2011;;;;;;;
SYR;2012;;;;;;;
SYR;2013;;;;;;;
SYR;2014;;;;;;;
SYR;2015;;;;;2;;2
SYR;2016;;;;;;;
SYR;2017;;;;;;;
SYR;2018;;;;;;;
SYR;2019;;;1;;;;1
SYR;2020;;;;;;1;1
SYR;2021;1;;1;;;;2
SYR;2022;;;;;1;;1
TCA;1980;;;;;;;
TCA;1981;;;;;;;
TCA;1982;;;;;;;
TCA;1983;;;;;;;
TCA;1984;;;;;;;
TCA;1985;;;;;1;;1
TCA;1986;;;;;;;
TCA;1987;;;;;;;
TCA;1988;;;;;;;
TCA;1989;;;;;;;
TCA;1990;;;;;1;;1
TCA;1991;;;;;;;
TCA;1992;;;;;;;
TCA;1993;;;;;;;
TCA;1994;;;;;;;
TCA;1995;;;;;;;
TCA;1996;;;;;;;
TCA;1997;;;;;;;
TCA;1998;;;;;;;
TCA;1999;;;;;;;
TCA;2000;;;;;;;
TCA;2001;;;;;;;
TCA;2002;;;;;;;
TCA;2003;;;;;;;
TCA;2004;;;;;1;;1
TCA;2005;;;;;;;
TCA;2006;;;;;;;
TCA;2007;;;;;;;
TCA;2008;;;;;3;;3
TCA;2009;;;;;;;
TCA;2010;;;;;;;
TCA;2011;;;;;;;
TCA;2012;;;;;;;
TCA;2013;;;;;;;
TCA;2014;;;;;;;
TCA;2015;;;;;;;
TCA;2016;;;;;;;
TCA;2017;;;;;1;;1
TCA;2018;;;;;;;
TCA;2019;;;;;;;
TCA;2020;;;;;;;
TCA;2021;;;;;;;
TCA;2022;;;;;;;
TCD;1980;1;;;;;;1
TCD;1981;;;;;;;
TCD;1982;;;;;;;
TCD;1983;;;;;;;
TCD;1984;;;;;;;
TCD;1985;;;1;;;;1
TCD;1986;;;;;;;
TCD;1987;;;;;;;
TCD;1988;;;1;;1;;2
TCD;1989;;;;;;;
TCD;1990;;;;;;;
TCD;1991;;;1;;;;1
TCD;1992;;;;;;;
TCD;1993;1;;;;;;1
TCD;1994;;;;;;;
TCD;1995;;;1;;;;1
TCD;1996;;;;;;;
TCD;1997;1;;;;;;1
TCD;1998;;;1;;;;1
TCD;1999;;;1;;;;1
TCD;2000;;;;;;;
TCD;2001;1;;1;;;;2
TCD;2002;;;;;;;
TCD;2003;;;;;;;
TCD;2004;;;;;;;
TCD;2005;;;;;;;
TCD;2006;;;1;;;;1
TCD;2007;;;2;;1;;3
TCD;2008;;;2;;;;2
TCD;2009;1;;2;;;;3
TCD;2010;;;1;;;;1
TCD;2011;;;;;;;
TCD;2012;1;;2;;;;3
TCD;2013;;;;;;;
TCD;2014;;;;;;;
TCD;2015;;;;;;;
TCD;2016;;;;;;;
TCD;2017;1;;;;;;1
TCD;2018;;;;;;;
TCD;2019;;;1;1;;;2
TCD;2020;;;2;;;;2
TCD;2021;;;1;;;;1
TCD;2022;1;;1;;;;2
TGO;1980;1;;;;;;1
TGO;1981;;;;;;;
TGO;1982;;;;;;;
TGO;1983;;;;;;;
TGO;1984;;;;;;;
TGO;1985;;;;;;;
TGO;1986;;;;;;;
TGO;1987;;;;;;;
TGO;1988;;;;;;;
TGO;1989;1;;;;;;1
TGO;1990;;;;;;;
TGO;1991;;;;;;;
TGO;1992;;;;;;;
TGO;1993;;;;;;;
TGO;1994;;;1;;;;1
TGO;1995;;;2;;;;2
TGO;1996;;;;;;;
TGO;1997;;;;;;;
TGO;1998;;;1;;;;1
TGO;1999;;;1;;;;1
TGO;2000;;;;;;;
TGO;2001;;;;;;;
TGO;2002;;;;;;;
TGO;2003;;;;;;;
TGO;2004;;;;;;;
TGO;2005;;;;;;;
TGO;2006;;;1;;;;1
TGO;2007;;;1;;;;1
TGO;2008;;;1;;;;1
TGO;2009;;;1;;;;1
TGO;2010;;;2;;;;2
TGO;2011;;;;;;;
TGO;2012;;;;;;;
TGO;2013;;;;;;;
TGO;2014;;;;;;;
TGO;2015;;;;;;;
TGO;2016;;;;;;;
TGO;2017;;;1;;;;1
TGO;2018;;;;;;;
TGO;2019;;;;;;;
TGO;2020;;;1;;;;1
TGO;2021;;;;;;;
TGO;2022;;;1;;;;1
THA;1980;;;1;;;;1
THA;1981;;;;;2;;2
THA;1982;;;;;;;
THA;1983;;;1;;;;1
THA;1984;;;2;;;;2
THA;1985;;;1;;;;1
THA;1986;;;1;;;;1
THA;1987;;;1;;;;1
THA;1988;;;1;;;;1
THA;1989;;;;;1;;1
THA;1990;;;;;1;;1
THA;1991;1;;2;;1;;4
THA;1992;;;;;4;;4
THA;1993;1;;3;;2;;6
THA;1994;;;3;1;3;;7
THA;1995;;;1;;1;;2
THA;1996;;;1;;1;;2
THA;1997;;;1;;2;;3
THA;1998;;;;;;;
THA;1999;1;;6;;;;7
THA;2000;;;4;;1;;5
THA;2001;;;5;;1;;6
THA;2002;1;;2;1;2;;6
THA;2003;;;3;;1;;4
THA;2004;;;3;1;2;;6
THA;2005;1;;2;;2;1;6
THA;2006;;;3;;;;3
THA;2007;;;5;;;;5
THA;2008;1;;3;;2;;6
THA;2009;;;1;;;;1
THA;2010;1;;1;;;;2
THA;2011;1;;2;;1;;4
THA;2012;1;;1;;;;2
THA;2013;;;3;;;;3
THA;2014;1;1;4;;1;;7
THA;2015;1;;;;1;;2
THA;2016;;1;3;;;;4
THA;2017;;;4;;2;;6
THA;2018;;;;;;;
THA;2019;1;;1;;1;;3
THA;2020;;;3;;4;;7
THA;2021;;;5;;1;;6
THA;2022;;;9;;2;;11
TJK;1980;;;;;;;
TJK;1981;;;;;;;
TJK;1982;;;;;;;
TJK;1983;;;;;;;
TJK;1984;;;;;;;
TJK;1985;;;;;;;
TJK;1986;;;;;;;
TJK;1987;;;;;;;
TJK;1988;;;;;;;
TJK;1989;;;;;;;
TJK;1990;;;;;;;
TJK;1991;;;;;;;
TJK;1992;;;1;1;;;2
TJK;1993;;;;1;;;1
TJK;1994;;;1;;;;1
TJK;1995;;;;;;;
TJK;1996;;;1;;;;1
TJK;1997;;;;1;;;1
TJK;1998;;;2;1;;;3
TJK;1999;;;1;;1;;2
TJK;2000;1;;;;;;1
TJK;2001;;;1;1;1;;3
TJK;2002;;;4;;;;4
TJK;2003;;;1;2;;;3
TJK;2004;;;1;;;;1
TJK;2005;;;2;1;;;3
TJK;2006;;;;2;;;2
TJK;2007;;;2;1;;;3
TJK;2008;1;1;;;;;2
TJK;2009;;;1;;;;1
TJK;2010;;;2;;;;2
TJK;2011;;;1;;;;1
TJK;2012;;1;1;;;;2
TJK;2013;;1;;;;;1
TJK;2014;;;2;;;;2
TJK;2015;;;2;1;;;3
TJK;2016;;;1;;;;1
TJK;2017;;;1;1;;;2
TJK;2018;;;1;;;;1
TJK;2019;;;1;;;;1
TJK;2020;;;1;;;;1
TJK;2021;;;1;1;;;2
TJK;2022;;;;;;;
TKL;1980;;;;;;;
TKL;1981;;;;;;;
TKL;1982;;;;;;;
TKL;1983;;;;;;;
TKL;1984;;;;;;;
TKL;1985;;;;;;;
TKL;1986;;;;;;;
TKL;1987;;;;;1;;1
TKL;1988;;;;;;;
TKL;1989;;;;;;;
TKL;1990;;;;;1;;1
TKL;1991;;;;;;;
TKL;1992;;;;;;;
TKL;1993;;;;;;;
TKL;1994;;;;;;;
TKL;1995;;;;;;;
TKL;1996;;;;;;;
TKL;1997;;;;;;;
TKL;1998;;;;;;;
TKL;1999;;;;;;;
TKL;2000;;;;;;;
TKL;2001;;;;;;;
TKL;2002;;;;;;;
TKL;2003;;;;;;;
TKL;2004;;;;;;;
TKL;2005;;;;;1;;1
TKL;2006;;;;;;;
TKL;2007;;;;;;;
TKL;2008;;;;;;;
TKL;2009;;;;;;;
TKL;2010;;;;;;;
TKL;2011;;;;;;;
TKL;2012;;;;;;;
TKL;2013;;;;;;;
TKL;2014;;;;;;;
TKL;2015;;;;;;;
TKL;2016;;;;;;;
TKL;2017;;;;;;;
TKL;2018;;;;;;;
TKL;2019;;;;;;;
TKL;2020;;;;;;;
TKL;2021;;;;;;;
TKL;2022;;;;;;;
TKM;1980;;;;;;;
TKM;1981;;;;;;;
TKM;1982;;;;;;;
TKM;1983;;;;;;;
TKM;1984;;;;;;;
TKM;1985;;;;;;;
TKM;1986;;;;;;;
TKM;1987;;;;;;;
TKM;1988;;;;;;;
TKM;1989;;;;;;;
TKM;1990;;;;;;;
TKM;1991;;;;;;;
TKM;1992;;;;;;;
TKM;1993;;;1;;;;1
TKM;1994;;;;;;;
TKM;1995;;;;;;;
TKM;1996;;;;;;;
TKM;1997;;;;;;;
TKM;1998;;;;;;;
TKM;1999;;;;;;;
TKM;2000;;;;;;;
TKM;2001;;;;;;;
TKM;2002;;;;;;;
TKM;2003;;;;;;;
TKM;2004;;;;;;;
TKM;2005;;;;;;;
TKM;2006;;;;;;;
TKM;2007;;;;;;;
TKM;2008;;;;;;;
TKM;2009;;;;;;;
TKM;2010;;;;;;;
TKM;2011;;;;;;;
TKM;2012;;;;;;;
TKM;2013;;;;;;;
TKM;2014;;;;;;;
TKM;2015;;;;;;;
TKM;2016;;;;;;;
TKM;2017;;;;;;;
TKM;2018;;;;;;;
TKM;2019;;;;;;;
TKM;2020;;;;;;;
TKM;2021;;;;;;;
TKM;2022;;;;;;;
TLS;1980;;;;;;;
TLS;1981;;;;;;;
TLS;1982;;;;;;;
TLS;1983;;;;;;;
TLS;1984;;;;;;;
TLS;1985;;;;;;;
TLS;1986;;;;;;;
TLS;1987;;;;;;;
TLS;1988;;;;;;;
TLS;1989;;;;;;;
TLS;1990;;;;;;;
TLS;1991;;;;;;;
TLS;1992;;;;;;;
TLS;1993;;;;;;;
TLS;1994;;;;;;;
TLS;1995;;;;;;;
TLS;1996;;;;;;;
TLS;1997;;;;;;;
TLS;1998;;;;;;;
TLS;1999;;;;;;;
TLS;2000;;;;;;;
TLS;2001;;;1;;;;1
TLS;2002;;;;;;;
TLS;2003;;;2;;;;2
TLS;2004;;;;;;;
TLS;2005;;;;;;;
TLS;2006;;;;;1;;1
TLS;2007;1;;2;;;;3
TLS;2008;;;;;;;
TLS;2009;;;;;;;
TLS;2010;;;;;;;
TLS;2011;;;;;;;
TLS;2012;;;;;;;
TLS;2013;;;;;;;
TLS;2014;;;;;;;
TLS;2015;;;;;;;
TLS;2016;1;;;;;;1
TLS;2017;;;;;;;
TLS;2018;;;;;;;
TLS;2019;;;;;;;
TLS;2020;;;1;;;;1
TLS;2021;;;;;1;;1
TLS;2022;;;;;;;
TON;1980;;;;;;;
TON;1981;;;;;;;
TON;1982;;;;;2;;2
TON;1983;;;;;;;
TON;1984;;;;;;;
TON;1985;;;;;;;
TON;1986;;;;;;;
TON;1987;;;;;;;
TON;1988;;;;;;;
TON;1989;;;;;;;
TON;1990;;;;;1;;1
TON;1991;;;;;;;
TON;1992;;;;;;;
TON;1993;;;;;;;
TON;1994;;;;;;;
TON;1995;;;;;;;
TON;1996;;;;;;;
TON;1997;;;;;1;;1
TON;1998;;;;;2;;2
TON;1999;;;;;;;
TON;2000;;;;;;;
TON;2001;;;;;1;;1
TON;2002;;;;;;;
TON;2003;;;;;;;
TON;2004;;;;;1;;1
TON;2005;;;;;;;
TON;2006;;;;;;;
TON;2007;;;;;;;
TON;2008;;;;;;;
TON;2009;;;;;;;
TON;2010;;;;;;;
TON;2011;;;;;1;;1
TON;2012;;;;;;;
TON;2013;;;;;;;
TON;2014;;;;;1;;1
TON;2015;1;;;;;;1
TON;2016;;;;;3;;3
TON;2017;;;;;;;
TON;2018;;;;;1;;1
TON;2019;;;;;;;
TON;2020;;;;;1;;1
TON;2021;;;;;;;
TON;2022;;;;;;;
TTO;1980;;;;;;;
TTO;1981;;;;;;;
TTO;1982;;;;;;;
TTO;1983;;;;;;;
TTO;1984;;;;;;;
TTO;1985;;;;;;;
TTO;1986;;;;;;;
TTO;1987;;;;;;;
TTO;1988;;;;;;;
TTO;1989;;;;;;;
TTO;1990;;;;;1;;1
TTO;1991;;;;;;;
TTO;1992;;;;;;;
TTO;1993;;;1;;;;1
TTO;1994;;;;;;;
TTO;1995;;;;;;;
TTO;1996;;;1;;;;1
TTO;1997;;;;;;;
TTO;1998;;;;;;;
TTO;1999;;;;;;;
TTO;2000;;;;;;;
TTO;2001;;;;;;;
TTO;2002;;;;;;;
TTO;2003;;;;;;;
TTO;2004;;;;1;1;;2
TTO;2005;;;;;1;;1
TTO;2006;;;;;;;
TTO;2007;;;;;;;
TTO;2008;;;;;;;
TTO;2009;;;;;;;
TTO;2010;1;;;;;;1
TTO;2011;;;;;;;
TTO;2012;;;;;;;
TTO;2013;;;;;;;
TTO;2014;;;;;;;
TTO;2015;;;;;;;
TTO;2016;;;;;;;
TTO;2017;;;;;;;
TTO;2018;;;1;;;;1
TTO;2019;;;;;;;
TTO;2020;;;;;;;
TTO;2021;;;;;;;
TTO;2022;;;1;;;;1
TUN;1980;;;;;;;
TUN;1981;;;;;;;
TUN;1982;;;1;;;;1
TUN;1983;;;;;;;
TUN;1984;;;;;;;
TUN;1985;;;;;;;
TUN;1986;;;1;;;;1
TUN;1987;;;;;;;
TUN;1988;1;;;;;;1
TUN;1989;;;;;;;
TUN;1990;;;1;;;;1
TUN;1991;;;;;;;
TUN;1992;;;;;;;
TUN;1993;;;;;;;
TUN;1994;;;;;;;
TUN;1995;;;;;;;
TUN;1996;;;;;;;
TUN;1997;;;;;;;
TUN;1998;;;;;;;
TUN;1999;;;;;;;
TUN;2000;;;;;;;
TUN;2001;;;;;;;
TUN;2002;;;;;;;
TUN;2003;;;2;;;;2
TUN;2004;;;;;;;
TUN;2005;;;;;;;
TUN;2006;;;;;;;
TUN;2007;;;2;;;;2
TUN;2008;;;;;;;
TUN;2009;;;1;;;;1
TUN;2010;;;;;;;
TUN;2011;;;;;;;
TUN;2012;;;;;;;
TUN;2013;;;;;;;
TUN;2014;;;;;;;
TUN;2015;;;;;;;
TUN;2016;;;;;;;
TUN;2017;;;;;;1;1
TUN;2018;;;2;;;;2
TUN;2019;;;;;;;
TUN;2020;;;1;;;;1
TUN;2021;;;1;;;1;2
TUN;2022;;;1;;;;1
TUR;1980;;;1;1;;;2
TUR;1981;;;1;;;;1
TUR;1982;;;;;;;
TUR;1983;;;;;;;
TUR;1984;;;1;;;;1
TUR;1985;;;;;;1;1
TUR;1986;;;;;;;
TUR;1987;;1;;;;;1
TUR;1988;;;1;1;;;2
TUR;1989;;;;;;;
TUR;1990;;;2;;;;2
TUR;1991;;;1;;1;;2
TUR;1992;;;;;;;
TUR;1993;;;;1;;;1
TUR;1994;;1;;;1;;2
TUR;1995;;;2;1;;;3
TUR;1996;;;;;;1;1
TUR;1997;;;;;;;
TUR;1998;;;3;;;;3
TUR;1999;;;;;;;
TUR;2000;;1;1;;;2;4
TUR;2001;;1;3;1;;;5
TUR;2002;;;1;;1;;2
TUR;2003;;;1;;;;1
TUR;2004;;1;3;;3;;7
TUR;2005;;1;2;1;1;;5
TUR;2006;;;2;;;;2
TUR;2007;;1;3;;;;4
TUR;2008;;;;;;1;1
TUR;2009;;;2;2;;;4
TUR;2010;;;;1;;;1
TUR;2011;;;1;;;;1
TUR;2012;;;1;;;;1
TUR;2013;;;;1;;;1
TUR;2014;;;;;;;
TUR;2015;;;2;;;;2
TUR;2016;;;;;;;
TUR;2017;;;;;1;;1
TUR;2018;;;;1;;;1
TUR;2019;;;3;;;;3
TUR;2020;;;3;1;1;;5
TUR;2021;;;2;;;1;3
TUR;2022;;;3;;;;3
TUV;1980;;;;;;;
TUV;1981;;;;;;;
TUV;1982;;;;;;;
TUV;1983;;;;;;;
TUV;1984;;;;;1;;1
TUV;1985;;;;;;;
TUV;1986;;;;;;;
TUV;1987;;;;;1;;1
TUV;1988;;;;;;;
TUV;1989;;;;;;;
TUV;1990;;;;;1;;1
TUV;1991;;;;;;;
TUV;1992;;;;;;;
TUV;1993;;;;;1;;1
TUV;1994;;;;;;;
TUV;1995;;;;;;;
TUV;1996;;;;;;;
TUV;1997;;;;;;;
TUV;1998;;;;;;;
TUV;1999;;;;;;;
TUV;2000;;;;;;;
TUV;2001;;;;;;;
TUV;2002;;;;;;;
TUV;2003;;;;;;;
TUV;2004;;;;;;;
TUV;2005;;;;;;;
TUV;2006;;;;;;;
TUV;2007;;;;;;;
TUV;2008;;;;;;;
TUV;2009;;;;;;;
TUV;2010;;;;;;;
TUV;2011;1;;;;;;1
TUV;2012;;;;;;;
TUV;2013;;;;;;;
TUV;2014;;;;;;;
TUV;2015;;;;;1;;1
TUV;2016;;;;;;;
TUV;2017;;;;;;;
TUV;2018;;;;;;;
TUV;2019;;;;;;;
TUV;2020;;;;;1;;1
TUV;2021;1;;;;;;1
TUV;2022;;;;;;;
TWN;1980;;;;;;;
TWN;1981;;;;;1;;1
TWN;1982;;;;;;;
TWN;1983;;;;;1;;1
TWN;1984;;;1;;;;1
TWN;1985;;;;;;;
TWN;1986;;;;1;2;;3
TWN;1987;;;;;1;;1
TWN;1988;;;;;;;
TWN;1989;;;;;1;;1
TWN;1990;;;;;2;;2
TWN;1991;;;;;1;;1
TWN;1992;;;;;1;;1
TWN;1993;;;;;;;
TWN;1994;;;;;5;;5
TWN;1995;;;;;;;
TWN;1996;;;;;2;;2
TWN;1997;;;1;;1;;2
TWN;1998;;;1;;2;;3
TWN;1999;;;;;;;
TWN;2000;;;;;2;;2
TWN;2001;;;;;5;;5
TWN;2002;;;;;2;;2
TWN;2003;;;;;1;;1
TWN;2004;;;;;5;;5
TWN;2005;;;1;;4;;5
TWN;2006;;;1;;2;;3
TWN;2007;;;;;2;;2
TWN;2008;;;;;5;;5
TWN;2009;;;;;1;;1
TWN;2010;;;;;2;;2
TWN;2011;;;;;;;
TWN;2012;;;1;;2;;3
TWN;2013;;;;;3;;3
TWN;2014;;;;;2;;2
TWN;2015;;;;;3;;3
TWN;2016;;1;;;3;;4
TWN;2017;;;1;;1;;2
TWN;2018;;;;;1;;1
TWN;2019;;;;;1;;1
TWN;2020;;;;;1;;1
TWN;2021;;;;;2;;2
TWN;2022;;;;;1;;1
TZA;1980;;;;;;;
TZA;1981;;;;;;;
TZA;1982;;;1;;;;1
TZA;1983;;;;;;;
TZA;1984;1;;;;;;1
TZA;1985;;;;;;;
TZA;1986;;;1;;;;1
TZA;1987;;;;;;;
